21;9.2393e-05;0.000175713;2.0417e-05;2.5966e-05
2344;0.000334994;0.013521;0.000191531;6.5953e-05
208571;0.0222417;1.05989;0.0174056;0.00190721
1.43325e+06;0.16615;6.95611;0.131507;0.0121346
7243;0.000969516;0.0463143;0.000669132;0.000193764
21;8.3084e-05;0.000154499;2.1725e-05;1.5172e-05
2344;0.000340389;0.0135016;0.000207956;4.5642e-05
208571;0.0227081;1.0664;0.0177816;0.00190969
1.43325e+06;0.167302;6.95447;0.132185;0.0119151
7243;0.000973479;0.0461005;0.000670897;0.000202376
21;0.00012193;0.00013907;2.0599e-05;1.5269e-05
2344;0.000330888;0.0136324;0.000218244;4.4448e-05
208571;0.0228553;1.06417;0.0188326;0.00189077
1.43325e+06;0.159395;6.88874;0.128573;0.0117068
7243;0.000983286;0.046927;0.000680748;0.000209764
21;0.000107362;0.000135376;2.0531e-05;1.8146e-05
2344;0.00037976;0.0134157;0.000208569;4.4352e-05
208571;0.02267;1.10632;0.0179197;0.00192463
1.43325e+06;0.168744;6.94691;0.134145;0.0122775
7243;0.00104716;0.0456713;0.000616151;0.000195879
21;8.9473e-05;0.000137575;2.0731e-05;1.4919e-05
2344;0.000334087;0.0134376;0.000197259;4.134e-05
208571;0.0231944;1.07526;0.0177368;0.0019115
1.43325e+06;0.167435;6.9531;0.13172;0.0117754
7243;0.00102105;0.0486964;0.000698286;0.000208233
21;0.000107646;0.000175756;2.6073e-05;1.6206e-05
2344;0.000390276;0.0138485;0.0001946;5.4422e-05
208571;0.0239303;1.07416;0.0187391;0.00196755
1.43325e+06;0.160097;6.94276;0.132175;0.0119887
7243;0.00102204;0.0490796;0.000684204;0.000210481
21;0.000105918;0.00017637;2.2046e-05;2.7714e-05
2344;0.000405849;0.0138324;0.000210329;4.1067e-05
208571;0.0217688;1.06808;0.0179927;0.00187683
1.43325e+06;0.16751;7.02634;0.134083;0.0122873
7243;0.00102551;0.0461227;0.000651618;0.000196639
21;6.4044e-05;0.000153412;2.1324e-05;1.5097e-05
2344;0.000365162;0.0132778;0.000232974;0.000132871
208571;0.0236005;1.08559;0.0185961;0.00186058
1.43325e+06;0.158924;6.89279;0.128286;0.0120947
7243;0.00100287;0.0471471;0.000688638;0.000205635
21;7.2444e-05;0.000188887;2.0521e-05;2.6567e-05
2344;0.000340282;0.0136622;0.000244795;5.2225e-05
208571;0.022584;1.06838;0.0180069;0.0018509
1.43325e+06;0.169245;7.00837;0.13551;0.0122805
7243;0.00107997;0.0503893;0.000787837;0.000207914
21;6.9531e-05;0.000150922;2.1344e-05;2.8825e-05
